brand,detailurl,factory,imgname,modelname,price,CA,asthma,atopy,allergy,CADR,anion,compound,filter,varietyfilter,HEPA,PM,peoung,size
타워,http://www.enuri.com/detail.jsp?modelno=17156968&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/17156000/17156968.jpg,XQ600 AGX660W-W0,416750,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,19.9,37 x 79.5 x 37cm
제로2.0,http://www.enuri.com/detail.jsp?modelno=25020544&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/25020000/25020544.jpg,AZBE380-HWK,217050,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.9,38 x 60 x 20.8cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=14991837&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/14991000/14991837.jpg,AS181DAW,676640,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,17.5,36 x 59.7 x 36cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=14991850&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/14991000/14991850.jpg,AS281DAW,932680,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,27.5,37.3 x 107.3 x 37.3cm
타워,http://www.enuri.com/detail.jsp?modelno=25037914&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/big/25037000/25037914.jpg,ATQE400-HWK,203790,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.9,31 x 75cm
샤오미,http://www.enuri.com/detail.jsp?modelno=14855754&cate=240616,샤오미,http://photo3.enuri.com/data/images/service/img_300/16479000/16479524.jpg,Mi Air Pro,132000,,,,,CADR,,,필터식,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,18.1,26 x 73.5 x 26cm
샤오미,http://www.enuri.com/detail.jsp?modelno=23769291&cate=240616,샤오미,http://photo3.enuri.com/data/images/service/img_300/24001000/24001575.jpg,Mi Air 2S,62420,,,,,CADR,,,필터식,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,11.1,     
큐브,http://www.enuri.com/detail.jsp?modelno=25260482&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25260000/25260482.jpg,AX94N9980SSD,1493220,,,,,,,,필터식,"극세필터,    숯탈취필터 ,하이브리드필터",FALSE,PM1.0,28.4,36.7 x 87.2 x 38cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15494807&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15494000/15494807.jpg,AX40M3030WMD,213000,CA인증,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM10,12.1,35 x 64 x 35cm
타워,http://www.enuri.com/detail.jsp?modelno=17156968&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/17156000/17156968.jpg,XQ600 AGX660W-W0,416750,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,19.9,37 x 79.5 x 37cm
다이슨,http://www.enuri.com/detail.jsp?modelno=26208615&cate=240616,다이슨,http://image.enuri.gscdn.com/webimage_300/3422400000/3422410000/3422411154.jpg,퓨어쿨(TP-04),770690,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,11.7 x 105.4 x 20.6cm
큐브,http://www.enuri.com/detail.jsp?modelno=25260475&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25260000/25260475.jpg,AX94N9880WFD,1167750,,,,,,,,필터식,"극세필터,    숯탈취필터 ,하이브리드필터",FALSE,PM1.0,28.4,38 x 87.6 x 38cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15521691&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15521000/15521691.jpg,AX60M5550WFD,421000,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,18.1,36 x 78.3 x 29.3cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=25900806&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25900000/25900806.jpg,AX60N5081WDD,378840,,,,,,,,필터식,"극세필터,    숯탈취필터 ,집진필터",FALSE,PM1.0,18.1,36 x 78.3 x 29.3cm
샤오미,http://www.enuri.com/detail.jsp?modelno=12833782&cate=240616,샤오미,http://photo3.enuri.com/data/images/service/img_300/12794000/12794464.jpg,Mi Air2,44260,,,,,CADR,,,필터식,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,11.7,24 x 52 x 24cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=22007248&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/22007000/22007248.jpg,AS122VDS,251870,CA인증,,,,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,10.9,47 x 45 x 23cm
제로S,http://www.enuri.com/detail.jsp?modelno=26860198&cate=240616,위닉스,http://image.enuri.gscdn.com/webimage_300/3410300000/3410320000/3410324155.jpg,AZSH400-HWK,206320,CA인증,,아토피안심인증,,,,,필터식,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.9,38.4 x 59.4 x 22cm
다이슨,http://www.enuri.com/detail.jsp?modelno=17168949&cate=240616,다이슨,http://photo3.enuri.com/data/images/service/img_300/17168000/17168949.jpg,퓨어쿨 링크(TP-03),616190,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,19 x 101.8 x 11cm
에어엔진,http://www.enuri.com/detail.jsp?modelno=10751876&cate=240616,발뮤다,http://photo3.enuri.com/data/images/service/img_300/10751000/10751876.jpg,EJT-1100SD,204000,,,,,,,,필터식,"탈취필터 ,    효소HEPA필터",TRUE,,18.1,25 x 70 x 25cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=24213384&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/24213000/24213384.jpg,AX90N7580WBD,690950,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM1.0,27.2,36 x 105.4  x 28.4cm
큐브,http://www.enuri.com/detail.jsp?modelno=25260426&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25260000/25260426.jpg,AX47N9980SSD,764570,,,,,,,,필터식,"극세필터,    숯탈취필터 ,하이브리드필터",FALSE,PM1.0,14.2,36.7 x 43.6 x 38cm
제로플러스,http://www.enuri.com/detail.jsp?modelno=25055567&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/big/25055000/25055567.jpg,AZPE500-HWK,258910,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,14.9,41.5 x 60 x 24.5cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=16665624&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/16665000/16665624.jpg,AS181DAS,774490,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,17.5,36 x 59.7 x 36cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=16660758&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/16660000/16660758.jpg,AS281DAS,1082390,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,27.5,     
퓨리케어,http://www.enuri.com/detail.jsp?modelno=14991847&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/14991000/14991847.jpg,AS251DAW,778340,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,24.5,37.3 x 99.6 x 37.3cm
타워,http://www.enuri.com/detail.jsp?modelno=27073119&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/big/27073000/27073119.jpg,XQ663 ATXH663-HWK,487800,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,19.9,37 x 79.5 x 37cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=24318015&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/24318000/24318015.jpg,AX60N5580WBD,475110,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM1.0,18.1,36 x 78.3 x 29.3cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=23417254&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/23417000/23417254.jpg,AX60N5580WDD,456960,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM1.0,18.1,36 x 78.3 x 29.3cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15494851&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15494000/15494851.jpg,AX34M3020WWD,189600,CA인증,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM10,10.2,35 x 54 x 35cm
큐브,http://www.enuri.com/detail.jsp?modelno=28009531&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25260000/25260441.jpg,AX47N9880WFD,19600,,,,,,,,필터식,"극세필터,    숯탈취필터 ,하이브리드필터",FALSE,PM1.0,14.2,38 x 43.8 x 38cm
큐브,http://www.enuri.com/detail.jsp?modelno=28009486&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25483000/25483186.jpg,AX80N9080WWD,22500,,,,,,,,필터식,"극세필터,    숯탈취필터 ,집진필터",FALSE,PM1.0,24.2,38 x 89.6 x 38cm
큐브,http://www.enuri.com/detail.jsp?modelno=25260473&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25260000/25260473.jpg,AX90N9880WFD,983960,,,,,,,,필터식,"극세필터,    숯탈취필터 ,하이브리드필터",FALSE,PM1.0,27.2,38 x 89.6 x 38cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=18615780&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/18615000/18615780.jpg,AS111WEW,402090,CA인증,,,,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,9.9,29.5 x 77.9 x 30.8cm
블루에어,http://www.enuri.com/detail.jsp?modelno=14841807&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/14841000/14841807.jpg,CLASSIC 680i,1035180,,,아토피안심인증,,CADR,,,필터식,"활성탄필터,    HEPA사일런트필터",TRUE,,21.7,50 x 66 x 34cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=22665681&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/22665000/22665681.jpg,AS112VDS,239390,CA인증,,,,,,,필터식,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,10.9,47 x 45 x 23cm
제로S,http://www.enuri.com/detail.jsp?modelno=25056970&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/big/25056000/25056970.jpg,AZSM400-HWK,209030,CA인증,,아토피안심인증,,,,,필터식,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.9,38.4 x 59.4 x 22cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=25900767&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25900000/25900767.jpg,AX40N3081WMD,294970,,,,,,,,필터식,"극세필터,    숯탈취필터 ,집진필터",FALSE,PM1.0,12.1,35 x 64 x 35cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=25057037&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25057000/25057037.jpg,AX40N3030WMD,232430,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM10,12.1,35 x 64 x 35cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=25057042&cate=240616,LG,http://image.enuri.gscdn.com/webimage_300/3338200000/3338250000/3338250043.jpg,AS128VWA,248540,CA인증,,,,,,,필터식,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,11.7,47 x 45 x 23cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=16665929&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/16665000/16665929.jpg,AS281DAP,1091480,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,27.5,     
블루스카이,http://www.enuri.com/detail.jsp?modelno=15520419&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15520000/15520419.jpg,AX80M7580WFD,581860,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,24.1,36 x 105.4 x 28.4cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15520454&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15520000/15520454.jpg,AX90M7580WPD,618940,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,27.2,36 x 105.4 x 28.4cm
다이슨,http://www.enuri.com/detail.jsp?modelno=17224375&cate=240616,다이슨,http://photo3.enuri.com/data/images/service/img_300/17224000/17224375.jpg,퓨어 핫앤쿨 링크(HP-03),724710,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,26.1 x 69.4 x 26.4cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=14991804&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/14991000/14991804.jpg,AS161DAW,577880,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,15.5,36 x 52 x 36cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=23558742&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/23558000/23558742.jpg,AX80N7580WFD,617800,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM1.0,24.1,36 x 105.4 x 28.4cm
다이슨,http://www.enuri.com/detail.jsp?modelno=26208625&cate=240616,다이슨,http://image.enuri.gscdn.com/webimage_300/3422400000/3422410000/3422411158.jpg,퓨어쿨(DP-04),616470,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,10.6 x 69.1 x 35.2cm
캐리어,http://www.enuri.com/detail.jsp?modelno=26045583&cate=240616,캐리어,http://photo3.enuri.com/data/images/service/big/26045000/26045583.jpg,CAP-100SW,704670,,,,,,,,필터식,,FALSE,,37.2,"36 x 1,856 x 28.5cm"
퓨리케어,http://www.enuri.com/detail.jsp?modelno=16662233&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/16662000/16662233.jpg,AS181DAP,780200,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"극세필터,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,17.5,     
블루스카이,http://www.enuri.com/detail.jsp?modelno=25900784&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25900000/25900784.jpg,AX34N3020WWD,208500,,,,,,,,필터식,"극세필터,    숯탈취필터 ,집진필터",FALSE,PM10,10.2,35 x 54 x 35cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15494754&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15494000/15494754.jpg,AX40M3050DMD,288990,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,12.1,35 x 64 x 35cm
제로,http://www.enuri.com/detail.jsp?modelno=13132457&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/13132000/13132457.jpg,AES330-W0,216720,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.5,38 x 60 x 20.8cm
타워,http://www.enuri.com/detail.jsp?modelno=12989063&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/12989000/12989063.jpg,AEN331-W0,217680,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,새집증후군필터,마이크로집진필터",FALSE,,12,     
대우글로벌,http://www.enuri.com/detail.jsp?modelno=22549449&cate=240616,대우글로벌,http://photo3.enuri.com/data/images/service/img_300/22549000/22549449.jpg,그린루프트 HM-8000 PLUS,89000,,,,,,,복합식,,"탄소필터,    탈취필터 ,    HEPA필터",TRUE,,10,     
제로S,http://www.enuri.com/detail.jsp?modelno=26886809&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/big/26886000/26886809.jpg,AZSD400-HWK,214030,CA인증,,아토피안심인증,,,,,필터식,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.9,38.4 x 59.4 x 22cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=26138952&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/26138000/26138952.jpg,AX60N5080WFD,437330,,,,,,,,필터식,"극세필터,    숯탈취필터 ,집진필터",FALSE,PM1.0,18.1,36 x 78.3 x 29.3cm
삼지아이티,http://www.enuri.com/detail.jsp?modelno=24015493&cate=240616,삼지아이티,http://photo3.enuri.com/data/images/service/img_300/24015000/24015493.jpg,피스넷 퓨어 360,89000,,,,,,,,,HEPA필터,TRUE,,15.1,22 x 22 x 35cm
타워,http://www.enuri.com/detail.jsp?modelno=16963602&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/16963000/16963602.jpg,XQ600 AGX660W-W9,465790,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,19.9,37 x 79.5 x 37cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=23691990&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/23691000/23691990.jpg,AS128VEA,226190,CA인증,,,,,,,필터식,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,11.7,47 x 45 x 23cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=11403159&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/11403000/11403159.jpg,AX1AH9000WKD,1375300,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    트루HEPA필터",TRUE,,42.9,36 x 189 x 32.7cm
샤오미,http://www.enuri.com/detail.jsp?modelno=24889738&cate=240616,샤오미,http://photo3.enuri.com/data/images/service/big/24889000/24889738.jpg,Mi Air Max,486480,,,,,CADR,,,필터식,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,36.3,38.6 x 96.5 x 38.6cm
에어글,http://www.enuri.com/detail.jsp?modelno=24334994&cate=240616,에어글,http://photo3.enuri.com/data/images/service/big/24334000/24334994.jpg,AG900,3589000,,,,,,,,필터식,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,43.2,45 x 63.5 x 46cm
큐브,http://www.enuri.com/detail.jsp?modelno=25260464&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25260000/25260464.jpg,AX90N9980SSD,1208950,,,,,,,,필터식,"극세필터,    숯탈취필터 ,하이브리드필터",FALSE,PM1.0,27.2,36.7 x 89.4 x 38cm
다이슨,http://www.enuri.com/detail.jsp?modelno=18321244&cate=240616,다이슨,http://photo3.enuri.com/data/images/service/img_300/18321000/18321244.jpg,퓨어쿨(TP-00),475600,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,19 x 101.8 x 11cm
에어비타,http://www.enuri.com/detail.jsp?modelno=23874472&cate=240616,에어비타,http://photo3.enuri.com/data/images/service/img_300/23874000/23874354.jpg,더스트,104310,,,,,,,복합식,,"프리필터 ,집진필터",FALSE,,,16 x 11.3 x 16cm
타워,http://www.enuri.com/detail.jsp?modelno=18475831&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/18475000/18475831.jpg,Q300S AGN335-K0,283700,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,12,31 x 74.5 x 31cm
에어글,http://www.enuri.com/detail.jsp?modelno=26830569&cate=240616,에어글,http://photo3.enuri.com/data/images/service/big/24298000/24298650.jpg,AG600,99000,,,,,,,,필터식,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,21.1,38 x 50.8 x 40.6cm
타워,http://www.enuri.com/detail.jsp?modelno=13262017&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/13262000/13262017.jpg,AEN332W-W0,238850,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,새집증후군필터,    HEPA필터",TRUE,,12,31 x 75cm
블루에어,http://www.enuri.com/detail.jsp?modelno=14847366&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/14847000/14847366.jpg,CLASSIC 480i,801210,,,아토피안심인증,,CADR,,,필터식,HEPA사일런트필터,TRUE,,12.1,50 x 59 x 27.5cm
타워,http://www.enuri.com/detail.jsp?modelno=15612331&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/15612000/15612331.jpg,XQ500 AGX590W-W5,436120,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,17.9,37 x 79.5 x 37cm
블루에어,http://www.enuri.com/detail.jsp?modelno=25260491&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/big/25260000/25260490.jpg,PURE 411,110120,,,,,CADR,,,필터식,"프리필터 ,카본필터,파티클필터",FALSE,,4.5,20 x 42.5 x 20cm
타워,http://www.enuri.com/detail.jsp?modelno=26886816&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/big/26886000/26886816.jpg,XQ593 ATXH593-HWK,418790,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,17.9,37 x 79.5 x 37cm
제로,http://www.enuri.com/detail.jsp?modelno=27073245&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/big/27073000/27073245.jpg,AES330-S1,202880,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.4,38 x 60 x 20.8cm
타워,http://www.enuri.com/detail.jsp?modelno=19366116&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/19366000/19366116.jpg,Q300S AGN335-W0,271840,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,12,31 x 74.5 x 31cm
에어캐스터,http://www.enuri.com/detail.jsp?modelno=24680335&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/img_300/24680000/24680335.jpg,EPA16DAAP,187060,CA인증,,,,,,,필터식,"카본필터,    HEPA필터",TRUE,,16,38.5 x 64.5 x 25.3cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=17592827&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/17592000/17592827.jpg,AX60M5051WSD,442090,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,18.1,36 x 78.3 x 29.3cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=15676240&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/15676000/15676240.jpg,AS181DAW(사업자전용),712680,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,,17.5,36 x 59.7 x 36cm
오아,http://www.enuri.com/detail.jsp?modelno=27721549&cate=240616,오아,http://photo3.enuri.com/data/images/service/big/27721000/27721549.jpg,O2 미니 공기청정기,32800,,,,,CADR,,복합식,,"활성탄필터,    HEPA필터",TRUE,,4.5,16.4 x 10 x 14.5cm
블루에어,http://www.enuri.com/detail.jsp?modelno=15495982&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/15495000/15495982.jpg,CLASSIC 605,944900,,,아토피안심인증,,CADR,,,필터식,"카본필터,    HEPA사일런트필터",TRUE,,21.7,50 x 66 x 34cm
엔트리원더스,http://www.enuri.com/detail.jsp?modelno=25377319&cate=240616,엔트리원더스,http://photo3.enuri.com/data/images/service/big/25377000/25377319.jpg,AC10,119000,,,,,CADR,,복합식,,"우븐필터,    탈취카본필터 ,    트루HEPA필터",TRUE,,10,32.7 x 55.8 x 22cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15546192&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15546000/15546192.jpg,AX60M5580WPD,528220,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,18.1,36 x 78.3 x 29.3cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15546702&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15546000/15546702.jpg,AX40M3040WMD,282170,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,12.1,35 x 64 x 35cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=25260875&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25260000/25260875.jpg,AX50N5080WDD,403690,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM1.0,18.1,36 x 78.3 x 29.3cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=12988573&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/12988000/12988573.jpg,AX40K3020GWD,220900,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,11.7,36.2 x 48.1 x 23.3cm
DS일렉,http://www.enuri.com/detail.jsp?modelno=7842019&cate=240616,DS일렉,http://photo3.enuri.com/data/images/service/img_300/7842000/7842019.jpg,DS-715P,53380,,,,,,,,필터식,"은나노필터,    탈취필터 ,    HEPA필터",TRUE,,14.9,30 x 33 x 15cm
알로,http://www.enuri.com/detail.jsp?modelno=21727408&cate=240616,알로,http://photo3.enuri.com/data/images/service/img_300/21727000/21727408.jpg,A7,77790,,,,,,,복합식,,"프리필터 ,카본필터,    HEPA필터",TRUE,,,     
다이슨,http://www.enuri.com/detail.jsp?modelno=18043097&cate=240616,다이슨,http://photo3.enuri.com/data/images/service/img_300/18043000/18043097.jpg,퓨어쿨(DP-03),510320,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,35.5 x 61.6 x 22cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=25332128&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/25332000/25332128.jpg,AX90N7580WFD,770090,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM1.0,27.2,36 x 105.4  x 28.4cm
바이러스닥터,http://www.enuri.com/detail.jsp?modelno=1816899&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/1816000/1816899.jpg,SA-C600,109190,,,,,,음이온식,,,,FALSE,,3,     
대우글로벌,http://www.enuri.com/detail.jsp?modelno=13154829&cate=240616,대우글로벌,http://photo3.enuri.com/data/images/service/img_300/13154000/13154829.jpg,그린루프트 DGP-3100,78930,,,,,,,복합식,,HEPA필터,TRUE,,,     
블루스카이,http://www.enuri.com/detail.jsp?modelno=27777109&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/27777000/27777045.jpg,AX99N4020WWD,39890,,,,,,,복합식,,"극세필터,    숯탈취필터 ,집진필터",FALSE,PM1.0,29.9,72 x 62 x 22.5cm
에이티앤에스그룹,http://www.enuri.com/detail.jsp?modelno=10924483&cate=240616,에이티앤에스그룹,http://photo3.enuri.com/data/images/service/img_300/10924000/10924483.jpg,클레어 링 BF-2025,136830,,,,,,,,필터식,e2f정전기필터,FALSE,,,25.4 x 25.5 x 15cm
