brand,detailurl,factory,imgname,modelname,price,CA,asthma,atopy,allergy,CADR,anion,compound,filter,varietyfilter,HEPA,PM,peoung,size
코웨이,http://www.enuri.com/detail.jsp?modelno=28290163&cate=240616,코웨이,http://image.enuri.gscdn.com/webimage_300/3625400000/3625480000/3625482763,AP-1512HH,269840,,,,,CADR,,복합식,,"프리필터 ,카본필터,    트루HEPA필터",TRUE,PM10,14.8,     
동양키친나라,http://www.enuri.com/detail.jsp?modelno=27962952&cate=240616,동양키친나라,http://photo3.enuri.com/data/images/service/big/27962000/27962952.jpg,로토 PUR-831S,346440,,,,,CADR,,,필터식,"카본필터,활성탄필터,    HEPA필터",TRUE,,9,21.5 x 31.5 x 21.5cm
청호나이스,http://www.enuri.com/detail.jsp?modelno=27907644&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/big/27907000/27907642.jpg,AP-17U8560,45460,,,,,,,,필터식,"프리필터 ,미디움필터,    탈취필터 ,ULPA필터",FALSE,,15.4,103.7 x 36.1 x 21.9cm
에어로사이드,http://www.enuri.com/detail.jsp?modelno=27542794&cate=240616,에어로사이드,http://photo3.enuri.com/data/images/service/big/27542000/27542794.jpg,APS-200S PM2.5,1299000,,,,,,,,,,FALSE,,,17.5 x 47.5 x 15.2cm
다르텍,http://www.enuri.com/detail.jsp?modelno=26141017&cate=240616,다르텍,http://photo3.enuri.com/data/images/service/big/26141000/26141017.jpg,에어카페 광촉매 공기청정기(AC-1000),65990,,,,,,,복합식,,"프리필터 ,    광촉매필터 ,    HEPA필터",TRUE,,,7 x 15cm
아이젠,http://www.enuri.com/detail.jsp?modelno=24702383&cate=240616,아이젠,http://photo3.enuri.com/data/images/service/big/24702000/24702383.jpg,에어,28080,,,,,,음이온식,,,,FALSE,,,3.3 x 10 x 3.3 cm
SK매직,http://www.enuri.com/detail.jsp?modelno=22947788&cate=240616,SK매직,http://photo3.enuri.com/data/images/service/img_300/22963000/22963196.jpg,ACL-R11,21900,,,,,,,복합식,,"프리필터 ,    탈취필터 ,항알레르겐필터,    HEPA필터",TRUE,,12.8,43.6 x 58 x 26.4cm
에스지생활안전,http://www.enuri.com/detail.jsp?modelno=16495217&cate=240616,에스지생활안전,http://image.enuri.gscdn.com/webimage_300/2761400000/2761450000/2761457775.jpg,필슨 FS1111,103540,,,,,,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,,     
SK매직,http://www.enuri.com/detail.jsp?modelno=11944056&cate=240616,SK매직,http://photo3.enuri.com/data/images/service/img_300/11944000/11944056.jpg,ACL-1000,21900,,,,,,,복합식,,"프리필터 ,    탈취필터 ,항알레르겐필터,    HEPA필터",TRUE,,,43.6 x 58 x 26.4cm
티앤디인터내셔날,http://www.enuri.com/detail.jsp?modelno=15263582&cate=240616,티앤디인터내셔날,http://photo3.enuri.com/data/images/service/img_300/15263000/15263582.jpg,베커 인공지능 공기청정기,2395670,,,,,,,복합식,,"프리필터 ,활성탄필터,VOC필터,    HEPA필터",TRUE,,24.2,58 x 90 x 21.5cm
SK매직,http://www.enuri.com/detail.jsp?modelno=12633830&cate=240616,SK매직,http://photo3.enuri.com/data/images/service/img_300/12633000/12633830.jpg,ACL-V100,27900,,,,,,,,필터식,"프리필터 ,    탈취필터 ,허니파우더필터,    HEPA필터",TRUE,,20.9,45.5 x 63.5 x 25.5cm
모비스타,http://www.enuri.com/detail.jsp?modelno=14391267&cate=240616,모비스타,http://photo3.enuri.com/data/images/service/middle/14391000/14391267.jpg,쥬니온 IA-200,46060,,,,,,,복합식,,"항알레르겐필터,    HEPA필터",TRUE,,,     
휘바람,http://www.enuri.com/detail.jsp?modelno=14366448&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/middle/14366000/14366448.jpg,CHA-L015A,58300,,,,,,음이온식,,,,FALSE,,,     
룩스,http://www.enuri.com/detail.jsp?modelno=14332544&cate=240616,룩스,http://photo3.enuri.com/data/images/service/middle/14332000/14332544.jpg,LACS-1 Ventus,835080,,,,,,,,필터식,"프리필터 ,탄소필터,    HEPA필터",TRUE,,4.2,     
샤프,http://www.enuri.com/detail.jsp?modelno=13768280&cate=240616,샤프,http://photo3.enuri.com/data/images/service/img_300/13768000/13768280.jpg,FU-GK50,359100,,,,,,,복합식,,"프리필터 ,    탈취필터 ,항균필터,    HEPA필터",TRUE,,6.9,     
동양에스앤티,http://www.enuri.com/detail.jsp?modelno=13421357&cate=240616,동양에스앤티,http://photo3.enuri.com/data/images/service/img_300/13421000/13421357.jpg,DYS8800,168990,,,,,,음이온식,,,,FALSE,,,     
블루앤,http://www.enuri.com/detail.jsp?modelno=12482285&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/big/12482000/12482285.jpg,BN-740,523490,,,,,,,복합식,,"프리필터 ,    광촉매필터 ,콜게이트필터,    HEPA필터",TRUE,,7.5,26 x 38.5 x 14cm
신일산업,http://www.enuri.com/detail.jsp?modelno=11390561&cate=240616,신일산업,http://photo3.enuri.com/data/images/service/img_300/11390000/11390561.jpg,SAR-80SJM,147980,,,,,,,복합식,,"집진필터,    탈취필터",FALSE,,,40.5 x 43 x 13.3cm
휘센,http://www.enuri.com/detail.jsp?modelno=11192375&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/11192000/11192375.jpg,LA-P219DWR,37000,CA인증,,,,,,복합식,,"프리필터 ,    스모그탈취필터 ,    알러지필터 ,초미세먼지필터",FALSE,,21.1,47.5 x 68 x 30cm
청풍,http://www.enuri.com/detail.jsp?modelno=11042679&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/11042000/11042679.jpg,CAP-350S,1002020,,,,,,,복합식,,"프리필터 ,미디움필터,    탈취필터 ,    HEPA필터",TRUE,,49.9,44 x 78 x 25cm
인템,http://www.enuri.com/detail.jsp?modelno=9235778&cate=240616,인템,http://photo3.enuri.com/data/images/service/img_300/9235000/9235778.jpg,WAC-7600,1935990,,,,,,,복합식,,"프리필터 ,방전필터,    탈취필터",FALSE,,69.8,82 x 184 x 43.5cm
보성전자,http://www.enuri.com/detail.jsp?modelno=8499809&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/8499000/8499809.jpg,IB-200B,577360,,,,,,,복합식,,프리필터,FALSE,,15.1,48 x 70 x 22cm
신일산업,http://www.enuri.com/detail.jsp?modelno=7277347&cate=240616,신일산업,http://photo3.enuri.com/data/images/service/img_300/7277000/7277347.jpg,SAR-35CMI,192240,,,,,,,복합식,,"프리필터 ,    광촉매필터 ,    알러지필터 ,    탈취필터 ,    HEPA필터",TRUE,,6,41 x 60 x 25cm
휘센,http://www.enuri.com/detail.jsp?modelno=2596370&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/2596000/2596370.jpg,LA-T110DW,482960,CA인증,,,,,,복합식,,"프리필터 ,    바이오탈취필터 ,    알러지필터 ,    살균HEPA필터",TRUE,,11.1,42.5 x 62.5 x 26.5cm
코러스,http://www.enuri.com/detail.jsp?modelno=2038887&cate=240616,코러스,http://photo3.enuri.com/data/images/service/img_300/2038000/2038887.jpg,KAP-709S,973270,CA인증,,,,,,복합식,,"프리필터 ,    광촉매플라즈마필터 ,    탈취필터 ,    HEPA필터",TRUE,,26.3,50 x 178 x 33cm
이오니스,http://www.enuri.com/detail.jsp?modelno=1484395&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/1484000/1484395.jpg,휴대용 공기청정기,76990,,,,,,음이온식,,,,FALSE,,,     
보성전자,http://www.enuri.com/detail.jsp?modelno=919919&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/919000/919919.jpg,IB-700BN,1394720,,,,,,,복합식,,프리필터,FALSE,,69.8,79 x 180 x 40cm
FIGARO,http://www.enuri.com/detail.jsp?modelno=280485&cate=240616,보성전자,http://photo3.enuri.com/data/images/service/img_300/280000/280485.jpg,FA-602AN,1464540,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,69.8,50 x 175 x 29cm
청풍,http://www.enuri.com/detail.jsp?modelno=26810&cate=240616,청풍,http://photo3.enuri.com/data/images/service/img_300/26000/26810.jpg,그린나라20-메탈,436890,,,,,,음이온식,,,,FALSE,,12.1,35.3 x 33.5 x 12.7cm
,http://www.enuri.com/detail.jsp?modelno=27827617&cate=240616,,http://photo3.enuri.com/data/images/service/big/27827000/27827617.jpg,에어톡톡 공기청정기(ATT-10G),19220,,,,,,음이온식,,,,FALSE,,,9.4 x 1.2 x 0.6cm
크린젠,http://www.enuri.com/detail.jsp?modelno=27722197&cate=240616,와이케이원,http://photo3.enuri.com/data/images/service/big/27722000/27722197.jpg,YH-400,639990,,,,,,,,필터식,"프리필터 ,    탈취카본필터 ,    HEPA필터",TRUE,,17.8,28 x 45 x 28cm
,http://www.enuri.com/detail.jsp?modelno=27721562&cate=240616,,http://photo3.enuri.com/data/images/service/big/27721000/27721562.jpg,스마트퓨어 공기청정기,288820,,,,,,,,필터식,활성탄필터,FALSE,,,12.6 x 33 x 10.6cm
TCL,http://www.enuri.com/detail.jsp?modelno=27073344&cate=240616,TCL,http://photo3.enuri.com/data/images/service/big/27073000/27073344.jpg,-300F,326610,,,,,CADR,,,필터식,"물필터,    탈취필터 ,    HEPA필터",TRUE,,10.8,     
TCL,http://www.enuri.com/detail.jsp?modelno=27073322&cate=240616,TCL,http://photo3.enuri.com/data/images/service/big/27073000/27073322.jpg,TKJ-F300F,353470,,,,,CADR,,,필터식,"물필터,    탈취필터 ,    HEPA필터",TRUE,,10.8,     
현대렌탈케어,http://www.enuri.com/detail.jsp?modelno=26582819&cate=240616,현대렌탈케어,http://photo3.enuri.com/data/images/service/big/26582000/26582819.jpg,"더케어 HA-830W,HA-831W",39900,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,PM1.0,12.9,31 x 81.5 x 31cm
현대렌탈케어,http://www.enuri.com/detail.jsp?modelno=26582804&cate=240616,현대렌탈케어,http://photo3.enuri.com/data/images/service/big/26582000/26582804.jpg,더케어 HA-830W,26900,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,PM1.0,12.9,31 x 81.5 x 31cm
쿠쿠,http://www.enuri.com/detail.jsp?modelno=26002929&cate=240616,쿠쿠,http://photo3.enuri.com/data/images/service/img_300/26002000/26002929.jpg,CAC-AD1210FW,19900,,,,,,,,,,FALSE,,,
쿠쿠,http://www.enuri.com/detail.jsp?modelno=26002926&cate=240616,쿠쿠,http://photo3.enuri.com/data/images/service/img_300/26002000/26002926.jpg,CAC-AD1210FW,538090,,,,,,,,,,FALSE,,,
SK매직,http://www.enuri.com/detail.jsp?modelno=25900809&cate=240616,SK매직,http://photo3.enuri.com/data/images/service/big/25900000/25900809.jpg,ACL-150UA,868560,,,,,,,,필터식,"프리필터 ,미드필터,    탈취필터 ,U필터",FALSE,,14.9,45.5 x 65.2 x 25.5cm
에어글,http://www.enuri.com/detail.jsp?modelno=24873978&cate=240616,에어글,http://photo3.enuri.com/data/images/service/big/24873000/24873978.jpg,AG500,1730640,,,,,,,,필터식,"프리필터 ,활성탄필터,    HEPA필터",TRUE,,20.5,38 x 50.8 x 40.6cm
,http://www.enuri.com/detail.jsp?modelno=23801481&cate=240616,,http://photo3.enuri.com/data/images/service/img_300/23801000/23801481.jpg,Pyrus 공기청정기,88300,,,,,,음이온식,,,,FALSE,,,14.5 x 36 x 9cm
지웰코리아,http://www.enuri.com/detail.jsp?modelno=23490279&cate=240616,지웰코리아,http://photo3.enuri.com/data/images/service/img_300/23490000/23490279.jpg,루바 퓨어에어 플러스,320000,,,,,,,,필터식,,FALSE,,25.4,     
휘바람,http://www.enuri.com/detail.jsp?modelno=22968582&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/22968000/22968582.jpg,CHA-K700AI,644955,CA인증,,,,,,,필터식,"프리필터 ,미디움필터,    탈취필터 ,    HEPA필터",TRUE,,15.2,30 x 76 x 30cm
무지,http://www.enuri.com/detail.jsp?modelno=22795298&cate=240616,무지,http://photo3.enuri.com/data/images/service/img_300/22795000/22795298.jpg,MJ-AP1,418500,,,,,,,,필터식,집진필터,FALSE,,14.8,25 x 49.8 x 25cm
에이티앤에스그룹,http://www.enuri.com/detail.jsp?modelno=17991485&cate=240616,에이티앤에스그룹,http://photo3.enuri.com/data/images/service/img_300/17991000/17991485.jpg,클레어 S S1BF2025,206320,,,,,,,,필터식,e2f정전기필터,FALSE,,,25.4 x 25.5 x 15cm
쿠쿠,http://www.enuri.com/detail.jsp?modelno=16900913&cate=240616,쿠쿠,http://image.enuri.gscdn.com/webimage_300/2781200000/2781250000/2781256359.jpg,AC-12X20FE,185220,,,,,,,,필터식,"프리필터 ,    탈취필터 ,안심HEPA필터",TRUE,,11.1,     
아이엠헬스케어,http://www.enuri.com/detail.jsp?modelno=15842318&cate=240616,아이엠헬스케어,http://photo3.enuri.com/data/images/service/big/15842000/15842318.jpg,Dr.USB 3.0,58370,,,,,,음이온식,,,,FALSE,,,     
필터스트림,http://www.enuri.com/detail.jsp?modelno=15700537&cate=240616,필터스트림,http://image.enuri.gscdn.com/webimage_300/2376300000/2376380000/2376385620.jpg,에어테이머 A310,192100,,,,,,음이온식,,,,FALSE,,,     
LIFA,http://www.enuri.com/detail.jsp?modelno=15529598&cate=240616,LIFA,http://image.enuri.gscdn.com/webimage_300/2710500000/2710540000/2710543437.jpg,에어 LA352C,738600,,,,,CADR,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,16.3,25 x 50.5cm
세종아이앤텍,http://www.enuri.com/detail.jsp?modelno=11481047&cate=240616,세종아이앤텍,http://photo3.enuri.com/data/images/service/img_300/11481000/11481047.jpg,에어톡톡,17910,,,,,,,,,(가정겸용),FALSE,,1.5,(가정겸용)
세종아이앤텍,http://www.enuri.com/detail.jsp?modelno=12602285&cate=240616,세종아이앤텍,http://photo3.enuri.com/data/images/service/img_300/12602000/12602285.jpg,닥터톡톡-10,46540,,,,,,음이온식,,,,FALSE,,,     
아이엠헬스케어,http://www.enuri.com/detail.jsp?modelno=12479122&cate=240616,아이엠헬스케어,http://photo3.enuri.com/data/images/service/img_300/12479000/12479122.jpg,헬로키티 공기청정기,107730,,,,,,음이온식,,,,FALSE,,,     
카도,http://www.enuri.com/detail.jsp?modelno=12279957&cate=240616,카도,http://photo3.enuri.com/data/images/service/img_300/12279000/12279957.jpg,AP-C700D,1508620,,,,,,,,필터식,"프리필터 ,    HEPA필터",TRUE,,30.2,42.3 x 71.4 x 29.7cm
룩스,http://www.enuri.com/detail.jsp?modelno=12098023&cate=240616,룩스,http://photo3.enuri.com/data/images/service/img_300/12098000/12098023.jpg,LACS-1 Aura,1541400,,,,,CADR,,,필터식,HEPA필터,TRUE,,19.6,     
신일산업,http://www.enuri.com/detail.jsp?modelno=11822890&cate=240616,신일산업,http://photo3.enuri.com/data/images/service/big/11822000/11822890.jpg,SAR-6100BS,203200,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,8.4,36.5 x 56.5 x 24cm
Berry Breeze,http://www.enuri.com/detail.jsp?modelno=11455663&cate=240616,Berry Breeze,http://photo3.enuri.com/data/images/service/img_300/11455000/11455663.jpg,냉장고 전용 공기청정기,69770,,,,,,,,,,FALSE,,,     
새한오존,http://www.enuri.com/detail.jsp?modelno=10954427&cate=240616,새한오존,http://image.enuri.gscdn.com/webimage_300/1115500000/1115510000/1115511662.jpg,오쓰리존(O3ZON),522640,,,,,,,,,,FALSE,,,13.2 x 16 x 37cm
헬스에어테크놀로지,http://www.enuri.com/detail.jsp?modelno=10860233&cate=240616,헬스에어테크놀로지,http://photo3.enuri.com/data/images/service/big/10860000/10860233.jpg,나노드론,6200000,,,,,,,,,,FALSE,,,     
웰버스,http://www.enuri.com/detail.jsp?modelno=10784204&cate=240616,웰버스,http://photo3.enuri.com/data/images/service/middle/10784000/10784204.jpg,오조코,293560,,,,,,,,,(가정겸용),FALSE,,,(가정겸용)
블루앤,http://www.enuri.com/detail.jsp?modelno=10598382&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/big/10598000/10598382.jpg,헬스퓨리 BN-505,93090,,,,,,,,,(가정겸용),FALSE,,,(가정겸용)
이오니스,http://www.enuri.com/detail.jsp?modelno=10209218&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/10209000/10209218.jpg,USB형 공기청정기,20680,,,,,,음이온식,,,,FALSE,,,     
인템,http://www.enuri.com/detail.jsp?modelno=9773233&cate=240616,인템,http://image.enuri.gscdn.com/webimage_300/348300000/348390000/348397027.jpg,IT-200,206710,,,,,,,,필터식,항균필터,FALSE,,,40 x 26 x 15.2cm
블루앤,http://www.enuri.com/detail.jsp?modelno=7842034&cate=240616,블루앤,http://photo3.enuri.com/data/images/service/img_300/7842000/7842034.jpg,BN-111A,49490,,,,,,음이온식,,,,FALSE,,,     
두연테크,http://www.enuri.com/detail.jsp?modelno=7638033&cate=240616,두연테크,http://photo3.enuri.com/data/images/service/img_300/7638000/7638033.jpg,바이러스 다자바(가정용),148050,,,,,,음이온식,,,,FALSE,,5.1,10.6 x 24.2 x 10.6cm
,http://www.enuri.com/detail.jsp?modelno=7467343&cate=240616,,http://photo3.enuri.com/data/images/service/small/7467000/7467343.gif,이온스톰,51140,,,,,,,,,(가정겸용),FALSE,,,(가정겸용)
대성,http://www.enuri.com/detail.jsp?modelno=2646986&cate=240616,대성,http://photo3.enuri.com/data/images/service/img_300/2646000/2646986.jpg,바이러스프리,177470,,,,,,음이온식,,,,FALSE,,9,14.8 x 16 x 15.6cm
우아스,http://www.enuri.com/detail.jsp?modelno=2597575&cate=240616,에이팸,http://photo3.enuri.com/data/images/service/small/2597000/2597575.gif,AA30S,1091350,,,,,,,,필터식,광촉매필터,FALSE,,60.5,50 x 140 x 50cm
케어스,http://www.enuri.com/detail.jsp?modelno=2249664&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/2249000/2249664.jpg,AP-1510BH,605000,CA인증,,,,,,,필터식,"프리필터 ,    맞춤필터 ,전처리필터,    탈취필터 ,    항바이러스HEPA필터",TRUE,,14.9,45.5 x 68.5 x 29.5cm
알파인,http://www.enuri.com/detail.jsp?modelno=1175589&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/1175000/1175589.jpg,미니 드림에어,1010000,,,,,,음이온식,,,,FALSE,,29.9,16 x 16 x 18cm
마이더스,http://www.enuri.com/detail.jsp?modelno=28290175&cate=240616,마이더스,http://photo3.enuri.com/data/images/service/big/28290000/28290175.jpg,MIDUS-3,2870000,,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,18.7,     
이파람,http://www.enuri.com/detail.jsp?modelno=28290157&cate=240616,이파람,http://photo3.enuri.com/data/images/service/big/28290000/28290157.jpg,PS-F30A,1357010,,,,,,,,필터식,"프리필터 ,    광촉매필터 ,나노구리필터,카본필터,    HEPA필터",TRUE,,29.9,38.6 x 143.5 x 35.5cm
원투앤쓰리,http://www.enuri.com/detail.jsp?modelno=28290155&cate=240616,원투앤쓰리,http://photo3.enuri.com/data/images/service/big/28290000/28290155.jpg,N3-FN017,39900,,,,,,,복합식,,HEPA필터,TRUE,,12.1,15.5 x 13 x 15.5cm
,http://www.enuri.com/detail.jsp?modelno=27721508&cate=240616,,http://photo3.enuri.com/data/images/service/big/27721000/27721508.jpg,스마트이지 공기청정기,37500,,,,,,,복합식,,"프리필터 ,카본필터,    HEPA필터",TRUE,,1.5,15.5 x 4.2cm
파나소닉,http://www.enuri.com/detail.jsp?modelno=27543047&cate=240616,파나소닉,http://image.enuri.gscdn.com/webimage_300/3531000000/3531080000/3531086981.jpg,F-PDK30-A,228420,,,,,,,,필터식,,FALSE,,6,     
스테들러폼,http://www.enuri.com/detail.jsp?modelno=27073142&cate=240616,스테들러폼,http://photo3.enuri.com/data/images/service/big/27073000/27073142.jpg,STR-70RL,450210,,,,,,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,,33 x 45 x 17cm
스테들러폼,http://www.enuri.com/detail.jsp?modelno=27073131&cate=240616,스테들러폼,http://photo3.enuri.com/data/images/service/big/27073000/27073131.jpg,STR-72R,597990,,,,,CADR,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,24.5,42 x 50 x 20cm
EMW,http://www.enuri.com/detail.jsp?modelno=26141475&cate=240616,EMW,http://photo3.enuri.com/data/images/service/big/26141000/26141475.jpg,2,1319960,,,,,,,,,,FALSE,,14.8,30 x 85 x 30cm
아이디알,http://www.enuri.com/detail.jsp?modelno=26140905&cate=240616,아이디알,http://photo3.enuri.com/data/images/service/big/26140000/26140905.jpg,샤니온 공기 정화기(IDR-008WH),172910,,,,,,,,필터식,극세필터,FALSE,,,13.5 x 25 x 13.5cm
이과수,http://www.enuri.com/detail.jsp?modelno=24660936&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/big/24660000/24660936.jpg,A400 (AP-10H4030),436450,CA인증,,,,,,,필터식,"프리필터 ,미디움필터,    탈취필터 ,    HEPA필터",TRUE,,10.2,39 x 62.3 x 20.5cm
EMW,http://www.enuri.com/detail.jsp?modelno=24490683&cate=240616,EMW,http://photo3.enuri.com/data/images/service/img_300/24490000/24490683.jpg,CK-S10(인터넷가입조건),512460,,,,,,,,,,FALSE,,14.9,     
컴우드,http://www.enuri.com/detail.jsp?modelno=24172792&cate=240616,컴우드,http://photo3.enuri.com/data/images/service/img_300/24172000/24172792.jpg,CWA-100,82780,,,,,,,복합식,,"집진필터,    탈취필터 ,    HEPA필터",TRUE,,,12.5 x 19.4cm
캐로스,http://www.enuri.com/detail.jsp?modelno=24036426&cate=240616,캐로스,http://photo3.enuri.com/data/images/service/img_300/24036000/24036426.jpg,CAH-509S,1073700,,,,,,,복합식,,"극세필터,활성탄필터,    HEPA필터",TRUE,,18.1,50 x 178 x 33cm
캐로스,http://www.enuri.com/detail.jsp?modelno=24036422&cate=240616,캐로스,http://photo3.enuri.com/data/images/service/img_300/24036000/24036422.jpg,CAH-709S,1296760,,,,,,,복합식,,"극세필터,활성탄필터,항균HEPA필터",TRUE,,26.3,50 x 178 x 33cm
샤프,http://www.enuri.com/detail.jsp?modelno=23300225&cate=240616,샤프,http://image.enuri.gscdn.com/webimage_300/2828200000/2828290000/2828295353.jpg,FP-FM40B,657060,,,,,,,복합식,,HEPA필터,TRUE,,9,39.1 x 54 x 28.1cm
샤프,http://www.enuri.com/detail.jsp?modelno=23300085&cate=240616,샤프,http://image.enuri.gscdn.com/webimage_300/2821800000/2821810000/2821810609.jpg,FP-GM30B,456840,,,,,,,복합식,,HEPA필터,TRUE,,6.3,40.9 x 46.6 x 25.9cm
휘바람,http://www.enuri.com/detail.jsp?modelno=23131814&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/23131000/23131561.jpg,CHA-N500AU,31900,,,,,,,복합식,,"프리필터 ,미디움필터,    탈취필터 ,ULPA필터",FALSE,,8.9,54.1 x 38.6 x 16.2cm
휘바람,http://www.enuri.com/detail.jsp?modelno=23131515&cate=240616,청호나이스,http://photo3.enuri.com/data/images/service/img_300/23131000/23131386.jpg,CHA-N500A,28900,,,,,,,,필터식,"프리필터 ,미디움필터,    탈취필터 ,    HEPA필터",TRUE,,10,54.1 x 38.6 x 16.2cm
캐로스,http://www.enuri.com/detail.jsp?modelno=22968465&cate=240616,캐로스,http://photo3.enuri.com/data/images/service/img_300/22968000/22968465.jpg,CAP-650MH,811420,,,,,,,복합식,,"프리필터 ,활성탄필터,항균HEPA필터",TRUE,,,50 x 116 x 33cm
오스틴에어,http://www.enuri.com/detail.jsp?modelno=22959933&cate=240616,오스틴에어,http://photo3.enuri.com/data/images/service/img_300/22959000/22959933.jpg,HM-205,1281150,,,,,,,,필터식,"프리필터 ,미디움필터,밀리터리카본필터,    트루HEPA필터",TRUE,,19.6,28 x 42 x 28cm
루헨스,http://www.enuri.com/detail.jsp?modelno=22795493&cate=240616,원봉,http://photo3.enuri.com/data/images/service/img_300/22795000/22795493.jpg,WHA-300,23900,,,,,,,복합식,,,FALSE,,14.4,27.5 x 71 x 27.8cm
샤프,http://www.enuri.com/detail.jsp?modelno=22794714&cate=240616,샤프,http://image.enuri.gscdn.com/webimage_300/2811000000/2811080000/2811082498.jpg,FP-F30TA,280120,,,,,,,복합식,,HEPA필터,TRUE,,6.3,     
,http://www.enuri.com/detail.jsp?modelno=22604531&cate=240616,,http://image.enuri.gscdn.com/webimage_300/2190600000/2190640000/2190641849.jpg,민(EUG-A1000),282810,,,,,,음이온식,,,,FALSE,,17.5,
블루스카이,http://www.enuri.com/detail.jsp?modelno=22558732&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/22558000/22558732.jpg,AX90M7590SDD(사업자전용),1431790,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,27.2,36 x 105.4 x 28.4cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=22558452&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/22558000/22558452.jpg,AX80M7080WDD(사업자전용),710380,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,24.1,36 x 105.4 x 28.4cm
큐밍,http://www.enuri.com/detail.jsp?modelno=21421643&cate=240616,현대렌탈케어,http://image.enuri.gscdn.com/webimage_300/2892200000/2892230000/2892232888.jpg,HA-730,22900,,,,,,,,필터식,,FALSE,,,     
신원산업,http://www.enuri.com/detail.jsp?modelno=18616851&cate=240616,신원산업,http://image.enuri.gscdn.com/webimage_300/2876500000/2876510000/2876518861.jpg,에어패스 FF-4500,397420,,,,,,,,,,FALSE,,,
아이앤비,http://www.enuri.com/detail.jsp?modelno=17067829&cate=240616,아이앤비,http://image.enuri.gscdn.com/webimage_300/2792700000/2792750000/2792753819.jpg,VK-102,2310000,,,,,,,복합식,,"프리필터 ,    HEPA필터",TRUE,,49.9,     
아이앤비,http://www.enuri.com/detail.jsp?modelno=17067723&cate=240616,아이앤비,http://image.enuri.gscdn.com/webimage_300/2792700000/2792760000/2792761920.jpg,VK-002,1760000,,,,,,,복합식,,"프리필터 ,    HEPA필터",TRUE,,29.9,     
케미메디,http://www.enuri.com/detail.jsp?modelno=16196263&cate=240616,케미메디,http://image.enuri.gscdn.com/webimage_300/2085600000/2085620000/2085627997.jpg,냉장고 에어플러스,34180,,,,,,음이온식,,,,FALSE,,3,     
부루테,http://www.enuri.com/detail.jsp?modelno=15657715&cate=240616,부루테,http://image.enuri.gscdn.com/webimage_300/2599300000/2599390000/2599391449.jpg,NW-200,1912350,,,,,,음이온식,,,,FALSE,,,42.8 x 18.8 x 13cm
부루테,http://www.enuri.com/detail.jsp?modelno=15646540&cate=240616,부루테,http://image.enuri.gscdn.com/webimage_300/2599300000/2599380000/2599388901.jpg,NW-100,1815000,,,,,,음이온식,,,,FALSE,,,42.8 x 18.8 x 13cm
LIFA,http://www.enuri.com/detail.jsp?modelno=15529679&cate=240616,LIFA,http://image.enuri.gscdn.com/webimage_300/2707700000/2707720000/2707721044.jpg,에어 LA502C,1271660,,,,,CADR,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,19.9,30 x 80cm
한국씨앤오테크,http://www.enuri.com/detail.jsp?modelno=15356447&cate=240616,한국씨앤오테크,http://image.enuri.gscdn.com/webimage_300/2667700000/2667790000/2667798213.jpg,에어가디언 CIO-AG10M,45600,,,,,,음이온식,,,,FALSE,,,13.1 x 3.2 x 8.5cm
